"","STATIONID","mean_CPUE","var_CPUE","lat","long","mean_var"
"322","R-31",237.546398615854,3844.82896833283,1411527.24274789,-1253997.6214321,60273.1204636953
"323","R-32",1280.96188918142,79862.0695786481,1424092.84339763,-1287590.79161659,1720725.43111387
"324","S-22",1.9415639169899,3.76967044375716,1346022.42457725,-931936.359032835,7.53934088751432
"325","S-23",12.1064974784847,112.936593719667,1356650.07500218,-966230.520951894,259.503874916224
"326","S-24",23.7228856816477,417.128126136705,1366390.33315497,-1000298.35261694,979.90343120123
"327","S-25",21.984591824514,234.117765819936,1377026.13746081,-1035523.00398698,717.440043510426
"328","S-26",75.4251803788928,2915.02169152939,1387824.20291774,-1070824.66815229,8603.97952671791
"329","S-27",19.7686406468746,269.041943472516,1399853.33886246,-1106843.84022174,659.841096497779
"330","S-28",94.6946020603925,4694.73101129997,1410548.0583817,-1141133.7848975,13661.7986706761
"331","S-29",220.631209896607,5958.48273568222,1423451.74735616,-1178581.01614744,54636.6135161228
"332","S-30",341.666089100268,16521.6440175955,1436845.91396215,-1213700.65413323,133257.360458668
"333","S-31",201.551270508526,6017.75357587943,1448256.87359276,-1246534.46271109,46640.6682194806
"334","T-25",0.830659264563851,0.689994813805758,1413689.5864652,-1029796.19461848,1.37998962761152
"335","T-26",23.2552233172662,525.920882315111,1425777.49852266,-1066868.95255899,1066.72629385103
"336","T-27",29.6381733217189,647.327472471978,1436843.57177315,-1101034.56438137,1525.74879032023
"337","T-28",64.9419474249194,1828.79615189846,1447853.92601405,-1135025.43807685,6046.25268723945
"338","T-29",104.641827410125,1936.29252605862,1459412.92515348,-1167667.96713234,12886.204569789
"339","T-30",131.763476317454,2026.02306896593,1471655.92802915,-1200694.79179369,19387.6367602262
"340","U-25",0,0,1450261.83156973,-1022704.12801775,0
"341","U-26",0.447931243629138,0.200642399019146,1463117.8129803,-1061284.66179141,0.401284798038292
"342","U-27",3.25313442565397,5.40524388064467,1473479.6191645,-1093043.67271456,15.9881274720196
"343","U-28",42.5829551065005,1139.8813993456,1485907.54044492,-1129267.11763576,2953.18946494784
"344","U-29",41.3357798247278,584.997627674247,1497275.01427862,-1162863.30784959,2293.64432139262
"345","V-25",1.84887540370491,3.41834025842498,1486857.81068668,-1015346.48329084,6.83668051684995
"346","V-26",0.462585960444264,0.213985770800142,1499600.34528213,-1053067.14126432,0.427971541600284
"347","V-27",0.962526328223288,0.926456932523004,1508841.02757214,-1085875.58732985,1.85291386504601
"348","V-28",12.8159760249647,126.806048268223,1520462.02884596,-1120103.37837389,291.055289740692
"349","Z-05",5982.99803876561,803515.325302922,579261.886496823,-715693.535264742,36599780.8571761
